STATIONS_ID;MESS_DATUM;QN_8;   P;  P0;eor
       3379;2018042300;    3; 1015.1;  954.8;eor
       3379;2018042301;    3; 1015.4;  954.9;eor
       3379;2018042302;    3; 1015.5;  955.0;eor
       3379;2018042303;    3; 1015.9;  955.2;eor
       3379;2018042304;    3; 1016.3;  955.5;eor
       3379;2018042305;    3; 1016.2;  955.5;eor
       3379;2018042306;    3; 1016.3;  955.7;eor
       3379;2018042307;    3; 1015.5;  955.5;eor
       3379;2018042308;    3; 1015.7;  955.9;eor
       3379;2018042309;    3; 1014.9;  955.7;eor
       3379;2018042310;    3; 1014.7;  955.7;eor
       3379;2018042311;    3; 1014.8;  955.7;eor
       3379;2018042312;    3; 1014.1;  955.2;eor
       3379;2018042313;    3; 1013.4;  954.7;eor
       3379;2018042314;    3; 1013.8;  954.7;eor
       3379;2018042315;    3; 1015.1;  955.3;eor
       3379;2018042316;    3; 1015.1;  955.1;eor
       3379;2018042317;    3; 1015.5;  955.3;eor
       3379;2018042318;    3; 1016.1;  955.7;eor
       3379;2018042319;    3; 1017.3;  956.8;eor
       3379;2018042320;    3; 1017.8;  957.2;eor
       3379;2018042321;    3; 1018.6;  957.8;eor
       3379;2018042322;    3; 1018.7;  957.8;eor
       3379;2018042323;    3; 1019.0;  958.0;eor
       3379;2018042400;    3; 1019.1;  957.9;eor
       3379;2018042401;    3; 1019.1;  957.9;eor
       3379;2018042402;    3; 1019.5;  958.3;eor
       3379;2018042403;    3; 1019.7;  958.4;eor
       3379;2018042404;    3; 1019.7;  958.4;eor
       3379;2018042405;    3; 1020.2;  958.8;eor
       3379;2018042406;    3; 1020.2;  959.0;eor
       3379;2018042407;    3; 1019.7;  958.9;eor
       3379;2018042408;    3; 1019.8;  959.2;eor
       3379;2018042409;    3; 1018.8;  958.6;eor
       3379;2018042410;    3; 1018.3;  958.3;eor
       3379;2018042411;    3; 1017.6;  957.7;eor
       3379;2018042412;    3; 1016.8;  957.2;eor
       3379;2018042413;    3; 1016.4;  956.9;eor
       3379;2018042414;    3; 1015.7;  956.2;eor
       3379;2018042415;    3; 1015.2;  955.7;eor
       3379;2018042416;    3; 1015.0;  955.4;eor
       3379;2018042417;    3; 1014.8;  955.1;eor
       3379;2018042418;    3; 1014.8;  954.9;eor
       3379;2018042419;    3; 1015.4;  955.0;eor
       3379;2018042420;    3; 1015.6;  955.1;eor
       3379;2018042421;    3; 1015.3;  954.7;eor
       3379;2018042422;    3; 1015.1;  954.4;eor
       3379;2018042423;    3; 1015.2;  954.3;eor
       3379;2018042500;    3; 1015.0;  953.8;eor
       3379;2018042501;    3; 1014.7;  953.5;eor
       3379;2018042502;    3; 1014.7;  953.5;eor
       3379;2018042503;    3; 1014.9;  953.6;eor
       3379;2018042504;    3; 1014.3;  953.3;eor
       3379;2018042505;    3; 1014.9;  953.8;eor
       3379;2018042506;    3; 1014.8;  954.0;eor
       3379;2018042507;    3; 1014.0;  953.9;eor
       3379;2018042508;    3; 1013.3;  953.6;eor
       3379;2018042509;    3; 1012.3;  953.1;eor
       3379;2018042510;    3; 1011.8;  952.7;eor
       3379;2018042511;    3; 1011.3;  952.3;eor
       3379;2018042512;    3; 1010.6;  951.8;eor
       3379;2018042513;    3; 1010.5;  951.7;eor
       3379;2018042514;    3; 1010.2;  951.5;eor
       3379;2018042515;    3; 1010.0;  951.2;eor
       3379;2018042516;    3; 1010.0;  951.0;eor
       3379;2018042517;    3; 1010.0;  950.9;eor
       3379;2018042518;    3; 1011.3;  951.6;eor
       3379;2018042519;    3; 1012.5;  952.4;eor
       3379;2018042520;    3; 1013.5;  953.2;eor
       3379;2018042521;    3; 1013.7;  953.4;eor
       3379;2018042522;    3; 1014.5;  953.8;eor
       3379;2018042523;    3; 1015.0;  954.1;eor
       3379;2018042600;    3; 1015.5;  954.5;eor
       3379;2018042601;    3; 1015.5;  954.3;eor
       3379;2018042602;    3; 1015.6;  954.3;eor
       3379;2018042603;    3; 1016.0;  954.6;eor
       3379;2018042604;    3; 1016.7;  955.1;eor
       3379;2018042605;    3; 1017.7;  955.9;eor
       3379;2018042606;    3; 1019.0;  956.7;eor
       3379;2018042607;    3; 1019.4;  957.1;eor
       3379;2018042608;    3; 1019.8;  957.7;eor
       3379;2018042609;    3; 1020.2;  958.1;eor
       3379;2018042610;    3; 1019.9;  957.9;eor
       3379;2018042611;    3; 1019.6;  957.8;eor
       3379;2018042612;    3; 1019.3;  957.6;eor
       3379;2018042613;    3; 1019.3;  957.6;eor
       3379;2018042614;    3; 1018.9;  957.3;eor
       3379;2018042615;    3; 1018.5;  957.0;eor
       3379;2018042616;    3; 1018.2;  956.8;eor
       3379;2018042617;    3; 1018.0;  956.6;eor
       3379;2018042618;    3; 1018.5;  956.9;eor
       3379;2018042619;    3; 1019.2;  957.4;eor
       3379;2018042620;    3; 1019.7;  957.9;eor
       3379;2018042621;    3; 1019.7;  957.8;eor
       3379;2018042622;    3; 1020.2;  958.0;eor
       3379;2018042623;    3; 1020.3;  957.7;eor
       3379;2018042700;    3; 1020.0;  957.4;eor
       3379;2018042701;    3; 1019.5;  956.8;eor
       3379;2018042702;    3; 1019.1;  956.2;eor
       3379;2018042703;    3; 1018.7;  955.7;eor
       3379;2018042704;    3; 1018.0;  955.0;eor
       3379;2018042705;    3; 1017.1;  954.5;eor
       3379;2018042706;    3; 1016.3;  954.2;eor
       3379;2018042707;    3; 1015.1;  953.7;eor
       3379;2018042708;    3; 1014.2;  953.1;eor
       3379;2018042709;    3; 1013.2;  952.5;eor
       3379;2018042710;    3; 1012.0;  951.7;eor
       3379;2018042711;    3; 1010.7;  950.7;eor
       3379;2018042712;    3; 1009.6;  950.0;eor
       3379;2018042713;    3; 1008.7;  949.3;eor
       3379;2018042714;    3; 1007.7;  948.6;eor
       3379;2018042715;    3; 1007.4;  948.2;eor
       3379;2018042716;    3; 1007.4;  948.4;eor
       3379;2018042717;    3; 1007.8;  948.7;eor
       3379;2018042718;    3; 1008.2;  948.9;eor
       3379;2018042719;    3; 1009.1;  949.4;eor
       3379;2018042720;    3; 1009.7;  949.7;eor
       3379;2018042721;    3; 1009.9;  950.0;eor
       3379;2018042722;    3; 1010.3;  950.2;eor
       3379;2018042723;    3; 1011.0;  950.6;eor
       3379;2018042800;    3; 1011.7;  951.0;eor
       3379;2018042801;    3; 1011.9;  951.1;eor
       3379;2018042802;    3; 1012.8;  951.7;eor
       3379;2018042803;    3; 1013.8;  952.3;eor
       3379;2018042804;    3; 1014.5;  952.7;eor
       3379;2018042805;    3; 1014.6;  953.1;eor
       3379;2018042806;    3; 1014.6;  953.5;eor
       3379;2018042807;    3; 1014.5;  953.8;eor
       3379;2018042808;    3; 1013.7;  953.5;eor
       3379;2018042809;    3; 1013.4;  953.3;eor
       3379;2018042810;    3; 1012.3;  952.7;eor
       3379;2018042811;    3; 1011.4;  951.8;eor
       3379;2018042812;    3; 1010.4;  951.0;eor
       3379;2018042813;    3; 1009.3;  950.4;eor
       3379;2018042814;    3; 1008.4;  949.7;eor
       3379;2018042815;    3; 1007.9;  949.2;eor
       3379;2018042816;    3; 1007.6;  948.9;eor
       3379;2018042817;    3; 1007.5;  948.7;eor
       3379;2018042818;    3; 1007.9;  948.8;eor
       3379;2018042819;    3; 1008.6;  949.1;eor
       3379;2018042820;    3; 1009.1;  949.3;eor
       3379;2018042821;    3; 1009.1;  949.1;eor
       3379;2018042822;    3; 1009.3;  949.0;eor
       3379;2018042823;    3; 1009.6;  948.9;eor
       3379;2018042900;    3; 1009.3;  948.4;eor
       3379;2018042901;    3; 1009.4;  948.3;eor
       3379;2018042902;    3; 1009.9;  948.9;eor
       3379;2018042903;    3; 1010.7;  949.4;eor
       3379;2018042904;    3; 1011.0;  949.6;eor
       3379;2018042905;    3; 1011.3;  950.0;eor
       3379;2018042906;    3; 1011.1;  950.0;eor
       3379;2018042907;    3; 1010.0;  949.4;eor
       3379;2018042908;    3; 1008.8;  949.0;eor
       3379;2018042909;    3; 1008.1;  948.6;eor
       3379;2018042910;    3; 1007.2;  948.1;eor
       3379;2018042911;    3; 1006.0;  947.4;eor
       3379;2018042912;    3; 1004.9;  946.7;eor
       3379;2018042913;    3; 1003.7;  945.8;eor
       3379;2018042914;    3; 1002.5;  944.7;eor
       3379;2018042915;    3; 1001.3;  943.7;eor
       3379;2018042916;    3; 1000.9;  943.1;eor
       3379;2018042917;    3; 1000.3;  942.5;eor
       3379;2018042918;    3; 1000.0;  942.0;eor
       3379;2018042919;    3; 1000.2;  941.8;eor
       3379;2018042920;    3; 1000.5;  941.9;eor
       3379;2018042921;    3;  999.9;  941.2;eor
       3379;2018042922;    3;  999.7;  940.8;eor
       3379;2018042923;    3;  999.4;  940.4;eor
       3379;2018043000;    3;  998.8;  939.8;eor
       3379;2018043001;    3;  998.6;  939.6;eor
       3379;2018043002;    3;  998.3;  939.2;eor
       3379;2018043003;    3;  998.5;  939.2;eor
       3379;2018043004;    3; 1001.6;  941.9;eor
       3379;2018043005;    3; 1005.3;  944.7;eor
       3379;2018043006;    3; 1007.6;  946.4;eor
       3379;2018043007;    3; 1008.2;  946.7;eor
       3379;2018043008;    3; 1007.5;  946.4;eor
       3379;2018043009;    3; 1007.3;  946.6;eor
       3379;2018043010;    3; 1006.8;  946.5;eor
       3379;2018043011;    3; 1006.3;  946.2;eor
       3379;2018043012;    3; 1006.0;  946.1;eor
       3379;2018043013;    3; 1005.8;  945.9;eor
       3379;2018043014;    3; 1004.9;  945.5;eor
       3379;2018043015;    3; 1004.8;  945.4;eor
       3379;2018043016;    3; 1004.8;  945.3;eor
       3379;2018043017;    3; 1005.1;  945.4;eor
       3379;2018043018;    3; 1005.8;  945.8;eor
       3379;2018043019;    3; 1008.2;  947.3;eor
       3379;2018043020;    3; 1009.5;  948.4;eor
       3379;2018043021;    3; 1009.9;  948.8;eor
       3379;2018043022;    3; 1010.3;  949.1;eor
       3379;2018043023;    3; 1010.8;  949.6;eor
       3379;2018050100;    3; 1011.1;  949.8;eor
       3379;2018050101;    3; 1010.9;  949.6;eor
       3379;2018050102;    3; 1011.0;  949.6;eor
       3379;2018050103;    3; 1010.8;  949.5;eor
       3379;2018050104;    3; 1011.0;  949.6;eor
       3379;2018050105;    3; 1011.7;  950.3;eor
       3379;2018050106;    3; 1012.1;  950.7;eor
       3379;2018050107;    3; 1013.0;  951.6;eor
       3379;2018050108;    3; 1012.8;  951.5;eor
       3379;2018050109;    3; 1012.4;  951.5;eor
       3379;2018050110;    3; 1013.5;  952.3;eor
       3379;2018050111;    3; 1013.8;  952.5;eor
       3379;2018050112;    3; 1013.4;  952.5;eor
       3379;2018050113;    3; 1012.9;  952.3;eor
       3379;2018050114;    3; 1012.1;  951.5;eor
       3379;2018050115;    3; 1011.9;  951.4;eor
       3379;2018050116;    3; 1011.8;  951.2;eor
       3379;2018050117;    3; 1011.8;  951.1;eor
       3379;2018050118;    3; 1012.2;  951.4;eor
       3379;2018050119;    3; 1012.9;  952.0;eor
       3379;2018050120;    3; 1013.2;  952.0;eor
       3379;2018050121;    3; 1013.4;  952.1;eor
       3379;2018050122;    3; 1013.3;  952.0;eor
       3379;2018050123;    3; 1013.4;  952.0;eor
       3379;2018050200;    3; 1013.5;  951.9;eor
       3379;2018050201;    3; 1013.3;  951.6;eor
       3379;2018050202;    3; 1013.4;  951.6;eor
       3379;2018050203;    3; 1013.1;  951.3;eor
       3379;2018050204;    3; 1012.6;  950.7;eor
       3379;2018050205;    3; 1012.4;  950.7;eor
       3379;2018050206;    3; 1012.3;  950.7;eor
       3379;2018050207;    3; 1011.6;  950.4;eor
       3379;2018050208;    3; 1011.2;  950.1;eor
       3379;2018050209;    3; 1010.8;  949.8;eor
       3379;2018050210;    3; 1009.6;  949.2;eor
       3379;2018050211;    3; 1009.5;  949.1;eor
       3379;2018050212;    3; 1009.3;  949.0;eor
       3379;2018050213;    3; 1007.8;  948.0;eor
       3379;2018050214;    3; 1006.8;  947.2;eor
       3379;2018050215;    3; 1006.7;  947.1;eor
       3379;2018050216;    3; 1006.7;  947.1;eor
       3379;2018050217;    3; 1006.8;  947.1;eor
       3379;2018050218;    3; 1007.4;  947.5;eor
       3379;2018050219;    3; 1007.9;  947.8;eor
       3379;2018050220;    3; 1009.1;  948.6;eor
       3379;2018050221;    3; 1009.2;  948.7;eor
       3379;2018050222;    3; 1009.2;  948.4;eor
       3379;2018050223;    3; 1010.1;  949.3;eor
       3379;2018050300;    3; 1010.0;  949.1;eor
       3379;2018050301;    3; 1010.0;  949.0;eor
       3379;2018050302;    3; 1010.0;  949.0;eor
       3379;2018050303;    3; 1010.7;  949.6;eor
       3379;2018050304;    3; 1010.9;  949.8;eor
       3379;2018050305;    3; 1011.4;  950.2;eor
       3379;2018050306;    3; 1011.7;  950.6;eor
       3379;2018050307;    3; 1012.1;  951.0;eor
       3379;2018050308;    3; 1012.1;  951.3;eor
       3379;2018050309;    3; 1012.1;  951.5;eor
       3379;2018050310;    3; 1012.6;  952.0;eor
       3379;2018050311;    3; 1011.6;  951.5;eor
       3379;2018050312;    3; 1011.4;  951.5;eor
       3379;2018050313;    3; 1011.3;  951.4;eor
       3379;2018050314;    3; 1010.8;  951.1;eor
       3379;2018050315;    3; 1010.1;  950.7;eor
       3379;2018050316;    3; 1010.8;  951.1;eor
       3379;2018050317;    3; 1011.3;  951.4;eor
       3379;2018050318;    3; 1011.7;  951.6;eor
       3379;2018050319;    3; 1013.1;  952.7;eor
       3379;2018050320;    3; 1013.6;  953.1;eor
       3379;2018050321;    3; 1013.5;  953.0;eor
       3379;2018050322;    3; 1013.5;  952.9;eor
       3379;2018050323;    3; 1014.2;  953.4;eor
       3379;2018050400;    3; 1014.6;  953.7;eor
       3379;2018050401;    3; 1015.0;  953.9;eor
       3379;2018050402;    3; 1015.1;  953.9;eor
       3379;2018050403;    3; 1015.2;  954.0;eor
       3379;2018050404;    3; 1015.5;  954.2;eor
       3379;2018050405;    3; 1015.7;  954.5;eor
       3379;2018050406;    3; 1016.0;  954.9;eor
       3379;2018050407;    3; 1016.2;  955.1;eor
       3379;2018050408;    3; 1016.2;  955.3;eor
       3379;2018050409;    3; 1016.2;  955.4;eor
       3379;2018050410;    3; 1016.3;  955.6;eor
       3379;2018050411;    3; 1016.3;  955.7;eor
       3379;2018050412;    3; 1016.1;  955.8;eor
       3379;2018050413;    3; 1016.1;  955.8;eor
       3379;2018050414;    3; 1015.0;  955.2;eor
       3379;2018050415;    3; 1014.5;  954.9;eor
       3379;2018050416;    3; 1014.7;  955.0;eor
       3379;2018050417;    3; 1015.2;  955.3;eor
       3379;2018050418;    3; 1015.8;  955.6;eor
       3379;2018050419;    3; 1016.7;  956.3;eor
       3379;2018050420;    3; 1017.3;  956.8;eor
       3379;2018050421;    3; 1017.3;  956.7;eor
       3379;2018050422;    3; 1017.9;  957.2;eor
       3379;2018050423;    3; 1017.9;  957.2;eor
       3379;2018050500;    3; 1018.1;  957.3;eor
       3379;2018050501;    3; 1018.2;  957.3;eor
       3379;2018050502;    3; 1018.4;  957.3;eor
       3379;2018050503;    3; 1018.8;  957.5;eor
       3379;2018050504;    3; 1018.8;  957.4;eor
       3379;2018050505;    3; 1019.0;  957.6;eor
       3379;2018050506;    3; 1019.4;  958.0;eor
       3379;2018050507;    3; 1019.7;  958.5;eor
       3379;2018050508;    3; 1019.4;  958.6;eor
       3379;2018050509;    3; 1018.9;  958.5;eor
       3379;2018050510;    3; 1018.5;  958.6;eor
       3379;2018050511;    3; 1018.5;  958.5;eor
       3379;2018050512;    3; 1018.3;  958.5;eor
       3379;2018050513;    3; 1018.2;  958.5;eor
       3379;2018050514;    3; 1017.8;  958.3;eor
       3379;2018050515;    3; 1017.9;  958.3;eor
       3379;2018050516;    3; 1017.7;  958.2;eor
       3379;2018050517;    3; 1018.5;  958.6;eor
       3379;2018050518;    3; 1019.2;  959.0;eor
       3379;2018050519;    3; 1019.7;  959.2;eor
       3379;2018050520;    3; 1020.0;  959.4;eor
       3379;2018050521;    3; 1020.3;  959.5;eor
       3379;2018050522;    3; 1020.7;  959.5;eor
       3379;2018050523;    3; 1020.5;  959.4;eor
       3379;2018050600;    3; 1020.6;  959.4;eor
       3379;2018050601;    3; 1021.0;  959.7;eor
       3379;2018050602;    3; 1021.1;  959.7;eor
       3379;2018050603;    3; 1021.2;  959.6;eor
       3379;2018050604;    3; 1021.0;  959.4;eor
       3379;2018050605;    3; 1021.6;  959.9;eor
       3379;2018050606;    3; 1021.8;  960.2;eor
       3379;2018050607;    3; 1021.3;  960.2;eor
       3379;2018050608;    3; 1021.0;  960.3;eor
       3379;2018050609;    3; 1020.6;  960.1;eor
       3379;2018050610;    3; 1020.1;  960.0;eor
       3379;2018050611;    3; 1019.4;  959.6;eor
       3379;2018050612;    3; 1019.0;  959.3;eor
       3379;2018050613;    3; 1018.4;  959.0;eor
       3379;2018050614;    3; 1017.9;  958.5;eor
       3379;2018050615;    3; 1017.6;  958.2;eor
       3379;2018050616;    3; 1017.6;  958.0;eor
       3379;2018050617;    3; 1017.5;  957.8;eor
       3379;2018050618;    3; 1017.9;  958.0;eor
       3379;2018050619;    3; 1018.5;  958.1;eor
       3379;2018050620;    3; 1019.3;  958.3;eor
       3379;2018050621;    3; 1019.7;  958.5;eor
       3379;2018050622;    3; 1019.8;  958.5;eor
       3379;2018050623;    3; 1019.7;  958.4;eor
       3379;2018050700;    3; 1019.3;  957.9;eor
       3379;2018050701;    3; 1019.1;  957.6;eor
       3379;2018050702;    3; 1019.2;  957.5;eor
       3379;2018050703;    3; 1019.0;  957.2;eor
       3379;2018050704;    3; 1019.3;  957.2;eor
       3379;2018050705;    3; 1019.1;  957.2;eor
       3379;2018050706;    3; 1018.8;  957.3;eor
       3379;2018050707;    3; 1018.3;  957.3;eor
       3379;2018050708;    3; 1017.8;  957.2;eor
       3379;2018050709;    3; 1017.0;  956.9;eor
       3379;2018050710;    3; 1016.4;  956.7;eor
       3379;2018050711;    3; 1015.9;  956.3;eor
       3379;2018050712;    3; 1014.9;  955.7;eor
       3379;2018050713;    3; 1014.5;  955.3;eor
       3379;2018050714;    3; 1013.6;  954.5;eor
       3379;2018050715;    3; 1013.1;  954.0;eor
       3379;2018050716;    3; 1012.7;  953.6;eor
       3379;2018050717;    3; 1012.6;  953.4;eor
       3379;2018050718;    3; 1013.0;  953.6;eor
       3379;2018050719;    3; 1013.2;  953.5;eor
       3379;2018050720;    3; 1014.0;  953.7;eor
       3379;2018050721;    3; 1014.0;  953.6;eor
       3379;2018050722;    3; 1013.8;  953.5;eor
       3379;2018050723;    3; 1013.8;  953.3;eor
       3379;2018050800;    3; 1013.7;  952.9;eor
       3379;2018050801;    3; 1013.3;  952.4;eor
       3379;2018050802;    3; 1013.2;  952.1;eor
       3379;2018050803;    3; 1012.9;  951.7;eor
       3379;2018050804;    3; 1012.9;  951.7;eor
       3379;2018050805;    3; 1012.8;  951.6;eor
       3379;2018050806;    3; 1012.3;  951.4;eor
       3379;2018050807;    3; 1011.8;  951.4;eor
       3379;2018050808;    3; 1011.4;  951.3;eor
       3379;2018050809;    3; 1010.9;  951.1;eor
       3379;2018050810;    3; 1010.0;  950.6;eor
       3379;2018050811;    3; 1009.1;  949.9;eor
       3379;2018050812;    3; 1008.3;  949.3;eor
       3379;2018050813;    3; 1007.8;  948.9;eor
       3379;2018050814;    3; 1007.0;  948.3;eor
       3379;2018050815;    3; 1006.5;  947.9;eor
       3379;2018050816;    3; 1006.2;  947.5;eor
       3379;2018050817;    3; 1006.2;  947.3;eor
       3379;2018050818;    3; 1006.3;  947.3;eor
       3379;2018050819;    3; 1007.1;  947.7;eor
       3379;2018050820;    3; 1007.7;  948.0;eor
       3379;2018050821;    3; 1007.6;  947.6;eor
       3379;2018050822;    3; 1007.3;  947.2;eor
       3379;2018050823;    3; 1007.5;  947.2;eor
       3379;2018050900;    3; 1007.4;  947.0;eor
       3379;2018050901;    3; 1007.6;  946.9;eor
       3379;2018050902;    3; 1007.8;  946.8;eor
       3379;2018050903;    3; 1007.7;  946.5;eor
       3379;2018050904;    3; 1008.0;  946.7;eor
       3379;2018050905;    3; 1007.8;  946.7;eor
       3379;2018050906;    3; 1007.4;  946.7;eor
       3379;2018050907;    3; 1007.2;  946.8;eor
       3379;2018050908;    3; 1007.0;  947.1;eor
       3379;2018050909;    3; 1006.4;  946.9;eor
       3379;2018050910;    3; 1006.0;  946.8;eor
       3379;2018050911;    3; 1005.9;  946.7;eor
       3379;2018050912;    3; 1005.0;  946.3;eor
       3379;2018050913;    3; 1004.9;  945.9;eor
       3379;2018050914;    3; 1004.5;  945.5;eor
       3379;2018050915;    3; 1005.3;  945.6;eor
       3379;2018050916;    3; 1004.5;  945.4;eor
       3379;2018050917;    3; 1004.4;  945.3;eor
       3379;2018050918;    3; 1004.6;  945.4;eor
       3379;2018050919;    3; 1005.1;  945.7;eor
       3379;2018050920;    3; 1006.1;  946.1;eor
       3379;2018050921;    3; 1006.7;  946.2;eor
       3379;2018050922;    3; 1007.0;  946.4;eor
       3379;2018050923;    3; 1007.0;  946.3;eor
       3379;2018051000;    3; 1007.0;  946.3;eor
       3379;2018051001;    3; 1006.7;  946.1;eor
       3379;2018051002;    3; 1007.0;  946.2;eor
       3379;2018051003;    3; 1007.1;  946.3;eor
       3379;2018051004;    3; 1007.3;  946.4;eor
       3379;2018051005;    3; 1007.7;  946.8;eor
       3379;2018051006;    3; 1007.6;  947.1;eor
       3379;2018051007;    3; 1007.4;  947.6;eor
       3379;2018051008;    3; 1007.8;  948.2;eor
       3379;2018051009;    3; 1008.3;  948.9;eor
       3379;2018051010;    3; 1008.4;  949.2;eor
       3379;2018051011;    3; 1008.6;  949.5;eor
       3379;2018051012;    3; 1008.5;  949.7;eor
       3379;2018051013;    3; 1009.1;  950.1;eor
       3379;2018051014;    3; 1009.6;  950.5;eor
       3379;2018051015;    3; 1010.6;  951.3;eor
       3379;2018051016;    3; 1011.5;  951.8;eor
       3379;2018051017;    3; 1012.5;  952.5;eor
       3379;2018051018;    3; 1014.0;  953.7;eor
       3379;2018051019;    3; 1015.4;  954.9;eor
       3379;2018051020;    3; 1018.3;  956.7;eor
       3379;2018051021;    3; 1019.8;  957.9;eor
       3379;2018051022;    3; 1020.4;  958.5;eor
       3379;2018051023;    3; 1020.7;  958.7;eor
       3379;2018051100;    3; 1020.9;  958.8;eor
       3379;2018051101;    3; 1020.9;  958.7;eor
       3379;2018051102;    3; 1021.1;  958.8;eor
       3379;2018051103;    3; 1020.4;  958.3;eor
       3379;2018051104;    3; 1020.6;  958.5;eor
       3379;2018051105;    3; 1020.4;  958.5;eor
       3379;2018051106;    3; 1020.4;  958.5;eor
       3379;2018051107;    3; 1020.3;  958.6;eor
       3379;2018051108;    3; 1019.7;  958.3;eor
       3379;2018051109;    3; 1019.0;  957.9;eor
       3379;2018051110;    3; 1018.4;  957.5;eor
       3379;2018051111;    3; 1017.3;  957.0;eor
       3379;2018051112;    3; 1016.5;  956.3;eor
       3379;2018051113;    3; 1015.7;  955.9;eor
       3379;2018051114;    3; 1014.9;  955.3;eor
       3379;2018051115;    3; 1014.4;  955.0;eor
       3379;2018051116;    3; 1014.2;  954.7;eor
       3379;2018051117;    3; 1014.2;  954.6;eor
       3379;2018051118;    3; 1014.4;  954.7;eor
       3379;2018051119;    3; 1015.1;  954.9;eor
       3379;2018051120;    3; 1016.0;  955.4;eor
       3379;2018051121;    3; 1016.4;  955.6;eor
       3379;2018051122;    3; 1016.8;  955.8;eor
       3379;2018051123;    3; 1016.9;  955.8;eor
       3379;2018051200;    3; 1016.8;  955.5;eor
       3379;2018051201;    3; 1016.6;  955.3;eor
       3379;2018051202;    3; 1016.6;  955.2;eor
       3379;2018051203;    3; 1016.6;  955.1;eor
       3379;2018051204;    3; 1016.5;  955.2;eor
       3379;2018051205;    3; 1016.5;  955.5;eor
       3379;2018051206;    3; 1016.3;  955.4;eor
       3379;2018051207;    3; 1015.7;  955.3;eor
       3379;2018051208;    3; 1015.1;  955.2;eor
       3379;2018051209;    3; 1014.3;  954.8;eor
       3379;2018051210;    3; 1013.6;  954.4;eor
       3379;2018051211;    3; 1012.9;  953.8;eor
       3379;2018051212;    3; 1011.8;  953.0;eor
       3379;2018051213;    3; 1010.8;  952.2;eor
       3379;2018051214;    3; 1010.2;  951.6;eor
       3379;2018051215;    3; 1009.5;  951.1;eor
       3379;2018051216;    3; 1009.0;  950.7;eor
       3379;2018051217;    3; 1009.0;  950.5;eor
       3379;2018051218;    3; 1008.9;  950.3;eor
       3379;2018051219;    3; 1009.1;  950.3;eor
       3379;2018051220;    3; 1009.7;  950.5;eor
       3379;2018051221;    3; 1009.7;  950.2;eor
       3379;2018051222;    3; 1010.0;  950.2;eor
       3379;2018051223;    3; 1009.8;  949.8;eor
       3379;2018051300;    3; 1009.9;  949.6;eor
       3379;2018051301;    3; 1009.9;  949.2;eor
       3379;2018051302;    3; 1009.6;  948.8;eor
       3379;2018051303;    3; 1009.4;  948.7;eor
       3379;2018051304;    3; 1009.8;  948.8;eor
       3379;2018051305;    3; 1009.9;  949.2;eor
       3379;2018051306;    3; 1009.6;  949.2;eor
       3379;2018051307;    3; 1009.0;  949.2;eor
       3379;2018051308;    3; 1008.2;  948.8;eor
       3379;2018051309;    3; 1007.6;  948.5;eor
       3379;2018051310;    3; 1006.7;  948.1;eor
       3379;2018051311;    3; 1006.1;  947.7;eor
       3379;2018051312;    3; 1005.1;  946.9;eor
       3379;2018051313;    3; 1003.8;  945.8;eor
       3379;2018051314;    3; 1003.1;  945.0;eor
       3379;2018051315;    3; 1002.6;  944.5;eor
       3379;2018051316;    3; 1004.3;  944.9;eor
       3379;2018051317;    3; 1003.1;  943.5;eor
       3379;2018051318;    3; 1003.2;  943.9;eor
       3379;2018051319;    3; 1005.3;  945.4;eor
       3379;2018051320;    3; 1005.5;  945.5;eor
       3379;2018051321;    3; 1005.9;  945.7;eor
       3379;2018051322;    3; 1006.3;  946.1;eor
       3379;2018051323;    3; 1006.2;  946.0;eor
       3379;2018051400;    3; 1005.8;  945.4;eor
       3379;2018051401;    3; 1006.3;  945.9;eor
       3379;2018051402;    3; 1006.4;  946.0;eor
       3379;2018051403;    3; 1006.3;  945.9;eor
       3379;2018051404;    3; 1006.5;  946.1;eor
       3379;2018051405;    3; 1006.8;  946.4;eor
       3379;2018051406;    3; 1006.8;  946.5;eor
       3379;2018051407;    3; 1006.9;  946.7;eor
       3379;2018051408;    3; 1006.5;  946.5;eor
       3379;2018051409;    3; 1006.5;  946.7;eor
       3379;2018051410;    3; 1006.4;  946.8;eor
       3379;2018051411;    3; 1006.3;  946.8;eor
       3379;2018051412;    3; 1005.8;  946.7;eor
       3379;2018051413;    3; 1004.7;  946.1;eor
       3379;2018051414;    3; 1004.6;  945.8;eor
       3379;2018051415;    3; 1004.2;  945.3;eor
       3379;2018051416;    3; 1003.9;  945.1;eor
       3379;2018051417;    3; 1004.6;  945.5;eor
       3379;2018051418;    3; 1005.3;  946.1;eor
       3379;2018051419;    3; 1006.0;  946.6;eor
       3379;2018051420;    3; 1006.6;  946.9;eor
       3379;2018051421;    3; 1007.2;  947.3;eor
       3379;2018051422;    3; 1007.6;  947.5;eor
       3379;2018051423;    3; 1007.7;  947.5;eor
       3379;2018051500;    3; 1008.2;  947.5;eor
       3379;2018051501;    3; 1008.2;  947.6;eor
       3379;2018051502;    3; 1008.3;  947.6;eor
       3379;2018051503;    3; 1008.9;  947.9;eor
       3379;2018051504;    3; 1009.4;  948.3;eor
       3379;2018051505;    3; 1009.8;  948.8;eor
       3379;2018051506;    3; 1009.8;  949.1;eor
       3379;2018051507;    3; 1010.2;  949.6;eor
       3379;2018051508;    3; 1010.3;  949.8;eor
