STATIONS_ID;MESS_DATUM;QN_9;TT_TU;RF_TU;eor
       3379;2018042300;    3;  17.4;  47.0;eor
       3379;2018042301;    3;  16.3;  54.0;eor
       3379;2018042302;    3;  16.4;  52.0;eor
       3379;2018042303;    3;  15.2;  58.0;eor
       3379;2018042304;    3;  15.1;  58.0;eor
       3379;2018042305;    3;  15.6;  59.0;eor
       3379;2018042306;    3;  15.9;  61.0;eor
       3379;2018042307;    3;  18.9;  46.0;eor
       3379;2018042308;    3;  19.6;  48.0;eor
       3379;2018042309;    3;  22.9;  37.0;eor
       3379;2018042310;    3;  23.8;  35.0;eor
       3379;2018042311;    3;  23.4;  33.0;eor
       3379;2018042312;    3;  24.1;  35.0;eor
       3379;2018042313;    3;  24.8;  35.0;eor
       3379;2018042314;    3;  22.5;  47.0;eor
       3379;2018042315;    3;  19.6;  53.0;eor
       3379;2018042316;    3;  18.3;  59.0;eor
       3379;2018042317;    3;  17.3;  62.0;eor
       3379;2018042318;    3;  16.9;  62.0;eor
       3379;2018042319;    3;  16.5;  64.0;eor
       3379;2018042320;    3;  16.3;  66.0;eor
       3379;2018042321;    3;  15.5;  73.0;eor
       3379;2018042322;    3;  14.8;  77.0;eor
       3379;2018042323;    3;  14.2;  84.0;eor
       3379;2018042400;    3;  13.3;  87.0;eor
       3379;2018042401;    3;  13.3;  85.0;eor
       3379;2018042402;    3;  13.5;  83.0;eor
       3379;2018042403;    3;  13.4;  83.0;eor
       3379;2018042404;    3;  13.1;  84.0;eor
       3379;2018042405;    3;  12.8;  87.0;eor
       3379;2018042406;    3;  13.7;  81.0;eor
       3379;2018042407;    3;  15.5;  71.0;eor
       3379;2018042408;    3;  16.8;  67.0;eor
       3379;2018042409;    3;  18.7;  57.0;eor
       3379;2018042410;    3;  19.5;  49.0;eor
       3379;2018042411;    3;  19.9;  48.0;eor
       3379;2018042412;    3;  21.2;  39.0;eor
       3379;2018042413;    3;  21.5;  37.0;eor
       3379;2018042414;    3;  21.7;  35.0;eor
       3379;2018042415;    3;  21.5;  35.0;eor
       3379;2018042416;    3;  20.9;  38.0;eor
       3379;2018042417;    3;  20.4;  38.0;eor
       3379;2018042418;    3;  19.3;  41.0;eor
       3379;2018042419;    3;  16.6;  55.0;eor
       3379;2018042420;    3;  16.4;  56.0;eor
       3379;2018042421;    3;  15.7;  59.0;eor
       3379;2018042422;    3;  15.1;  58.0;eor
       3379;2018042423;    3;  14.3;  59.0;eor
       3379;2018042500;    3;  12.5;  70.0;eor
       3379;2018042501;    3;  12.4;  72.0;eor
       3379;2018042502;    3;  12.7;  71.0;eor
       3379;2018042503;    3;  12.1;  75.0;eor
       3379;2018042504;    3;  13.2;  71.0;eor
       3379;2018042505;    3;  13.0;  73.0;eor
       3379;2018042506;    3;  14.6;  68.0;eor
       3379;2018042507;    3;  17.7;  55.0;eor
       3379;2018042508;    3;  19.7;  48.0;eor
       3379;2018042509;    3;  21.8;  44.0;eor
       3379;2018042510;    3;  22.1;  38.0;eor
       3379;2018042511;    3;  22.9;  35.0;eor
       3379;2018042512;    3;  23.4;  35.0;eor
       3379;2018042513;    3;  23.8;  29.0;eor
       3379;2018042514;    3;  23.8;  31.0;eor
       3379;2018042515;    3;  23.2;  32.0;eor
       3379;2018042516;    3;  22.1;  36.0;eor
       3379;2018042517;    3;  21.8;  39.0;eor
       3379;2018042518;    3;  19.2;  48.0;eor
       3379;2018042519;    3;  17.4;  54.0;eor
       3379;2018042520;    3;  16.5;  58.0;eor
       3379;2018042521;    3;  16.4;  59.0;eor
       3379;2018042522;    3;  14.6;  79.0;eor
       3379;2018042523;    3;  13.9;  83.0;eor
       3379;2018042600;    3;  13.3;  83.0;eor
       3379;2018042601;    3;  12.6;  88.0;eor
       3379;2018042602;    3;  12.3;  82.0;eor
       3379;2018042603;    3;  11.9;  78.0;eor
       3379;2018042604;    3;  11.2;  73.0;eor
       3379;2018042605;    3;  10.7;  60.0;eor
       3379;2018042606;    3;   8.9;  76.0;eor
       3379;2018042607;    3;   9.0;  80.0;eor
       3379;2018042608;    3;   9.8;  74.0;eor
       3379;2018042609;    3;  10.2;  69.0;eor
       3379;2018042610;    3;  10.5;  69.0;eor
       3379;2018042611;    3;  11.3;  66.0;eor
       3379;2018042612;    3;  11.7;  63.0;eor
       3379;2018042613;    3;  11.8;  56.0;eor
       3379;2018042614;    3;  12.2;  54.0;eor
       3379;2018042615;    3;  12.5;  51.0;eor
       3379;2018042616;    3;  12.8;  52.0;eor
       3379;2018042617;    3;  12.8;  54.0;eor
       3379;2018042618;    3;  12.2;  56.0;eor
       3379;2018042619;    3;  11.0;  64.0;eor
       3379;2018042620;    3;  11.2;  64.0;eor
       3379;2018042621;    3;  10.9;  66.0;eor
       3379;2018042622;    3;   9.4;  76.0;eor
       3379;2018042623;    3;   7.8;  85.0;eor
       3379;2018042700;    3;   7.4;  86.0;eor
       3379;2018042701;    3;   6.8;  88.0;eor
       3379;2018042702;    3;   5.9;  89.0;eor
       3379;2018042703;    3;   5.5;  90.0;eor
       3379;2018042704;    3;   5.4;  89.0;eor
       3379;2018042705;    3;   6.8;  85.0;eor
       3379;2018042706;    3;   8.8;  75.0;eor
       3379;2018042707;    3;  11.7;  62.0;eor
       3379;2018042708;    3;  13.2;  54.0;eor
       3379;2018042709;    3;  14.9;  48.0;eor
       3379;2018042710;    3;  16.5;  40.0;eor
       3379;2018042711;    3;  17.7;  37.0;eor
       3379;2018042712;    3;  19.2;  38.0;eor
       3379;2018042713;    3;  19.8;  39.0;eor
       3379;2018042714;    3;  21.2;  39.0;eor
       3379;2018042715;    3;  20.5;  40.0;eor
       3379;2018042716;    3;  21.2;  41.0;eor
       3379;2018042717;    3;  20.8;  42.0;eor
       3379;2018042718;    3;  19.9;  46.0;eor
       3379;2018042719;    3;  18.2;  54.0;eor
       3379;2018042720;    3;  17.0;  60.0;eor
       3379;2018042721;    3;  17.4;  60.0;eor
       3379;2018042722;    3;  16.7;  63.0;eor
       3379;2018042723;    3;  15.4;  69.0;eor
       3379;2018042800;    3;  14.0;  74.0;eor
       3379;2018042801;    3;  13.4;  77.0;eor
       3379;2018042802;    3;  12.4;  79.0;eor
       3379;2018042803;    3;  10.6;  85.0;eor
       3379;2018042804;    3;   9.5;  89.0;eor
       3379;2018042805;    3;  10.9;  78.0;eor
       3379;2018042806;    3;  13.3;  59.0;eor
       3379;2018042807;    3;  15.2;  46.0;eor
       3379;2018042808;    3;  17.5;  42.0;eor
       3379;2018042809;    3;  17.8;  41.0;eor
       3379;2018042810;    3;  19.8;  39.0;eor
       3379;2018042811;    3;  19.8;  39.0;eor
       3379;2018042812;    3;  20.6;  39.0;eor
       3379;2018042813;    3;  22.7;  37.0;eor
       3379;2018042814;    3;  23.5;  36.0;eor
       3379;2018042815;    3;  23.2;  37.0;eor
       3379;2018042816;    3;  23.1;  37.0;eor
       3379;2018042817;    3;  22.4;  39.0;eor
       3379;2018042818;    3;  21.2;  43.0;eor
       3379;2018042819;    3;  18.9;  51.0;eor
       3379;2018042820;    3;  17.5;  57.0;eor
       3379;2018042821;    3;  16.9;  55.0;eor
       3379;2018042822;    3;  15.3;  60.0;eor
       3379;2018042823;    3;  13.6;  69.0;eor
       3379;2018042900;    3;  12.3;  75.0;eor
       3379;2018042901;    3;  11.5;  80.0;eor
       3379;2018042902;    3;  12.2;  77.0;eor
       3379;2018042903;    3;  11.1;  78.0;eor
       3379;2018042904;    3;  10.7;  82.0;eor
       3379;2018042905;    3;  11.2;  79.0;eor
       3379;2018042906;    3;  11.9;  76.0;eor
       3379;2018042907;    3;  14.2;  65.0;eor
       3379;2018042908;    3;  17.8;  55.0;eor
       3379;2018042909;    3;  19.2;  50.0;eor
       3379;2018042910;    3;  20.6;  48.0;eor
       3379;2018042911;    3;  22.9;  39.0;eor
       3379;2018042912;    3;  24.6;  35.0;eor
       3379;2018042913;    3;  26.0;  30.0;eor
       3379;2018042914;    3;  26.2;  29.0;eor
       3379;2018042915;    3;  27.0;  29.0;eor
       3379;2018042916;    3;  25.9;  31.0;eor
       3379;2018042917;    3;  26.0;  23.0;eor
       3379;2018042918;    3;  24.5;  25.0;eor
       3379;2018042919;    3;  22.9;  28.0;eor
       3379;2018042920;    3;  21.8;  31.0;eor
       3379;2018042921;    3;  21.0;  34.0;eor
       3379;2018042922;    3;  19.9;  37.0;eor
       3379;2018042923;    3;  19.4;  37.0;eor
       3379;2018043000;    3;  19.2;  37.0;eor
       3379;2018043001;    3;  18.8;  39.0;eor
       3379;2018043002;    3;  18.4;  40.0;eor
       3379;2018043003;    3;  17.5;  42.0;eor
       3379;2018043004;    3;  16.2;  56.0;eor
       3379;2018043005;    3;  13.0;  54.0;eor
       3379;2018043006;    3;  10.9;  59.0;eor
       3379;2018043007;    3;   9.5;  75.0;eor
       3379;2018043008;    3;  10.9;  70.0;eor
       3379;2018043009;    3;  13.1;  57.0;eor
       3379;2018043010;    3;  14.9;  53.0;eor
       3379;2018043011;    3;  15.7;  50.0;eor
       3379;2018043012;    3;  16.7;  48.0;eor
       3379;2018043013;    3;  16.8;  44.0;eor
       3379;2018043014;    3;  18.8;  38.0;eor
       3379;2018043015;    3;  18.7;  37.0;eor
       3379;2018043016;    3;  18.4;  39.0;eor
       3379;2018043017;    3;  17.5;  43.0;eor
       3379;2018043018;    3;  16.2;  50.0;eor
       3379;2018043019;    3;  12.2;  75.0;eor
       3379;2018043020;    3;  11.5;  85.0;eor
       3379;2018043021;    3;  11.6;  84.0;eor
       3379;2018043022;    3;  11.5;  75.0;eor
       3379;2018043023;    3;  11.5;  74.0;eor
       3379;2018050100;    3;  11.0;  77.0;eor
       3379;2018050101;    3;  10.8;  76.0;eor
       3379;2018050102;    3;  10.8;  69.0;eor
       3379;2018050103;    3;  10.9;  70.0;eor
       3379;2018050104;    3;  10.9;  67.0;eor
       3379;2018050105;    3;  11.0;  68.0;eor
       3379;2018050106;    3;  10.9;  67.0;eor
       3379;2018050107;    3;  11.4;  64.0;eor
       3379;2018050108;    3;  12.0;  56.0;eor
       3379;2018050109;    3;  13.5;  51.0;eor
       3379;2018050110;    3;  12.6;  57.0;eor
       3379;2018050111;    3;  12.0;  57.0;eor
       3379;2018050112;    3;  13.7;  53.0;eor
       3379;2018050113;    3;  15.1;  50.0;eor
       3379;2018050114;    3;  14.8;  50.0;eor
       3379;2018050115;    3;  15.3;  47.0;eor
       3379;2018050116;    3;  14.8;  49.0;eor
       3379;2018050117;    3;  14.6;  50.0;eor
       3379;2018050118;    3;  14.2;  51.0;eor
       3379;2018050119;    3;  13.5;  57.0;eor
       3379;2018050120;    3;  12.5;  60.0;eor
       3379;2018050121;    3;  11.8;  61.0;eor
       3379;2018050122;    3;  11.8;  57.0;eor
       3379;2018050123;    3;  11.3;  60.0;eor
       3379;2018050200;    3;  10.6;  62.0;eor
       3379;2018050201;    3;  10.1;  63.0;eor
       3379;2018050202;    3;   9.8;  63.0;eor
       3379;2018050203;    3;   9.7;  65.0;eor
       3379;2018050204;    3;   9.1;  66.0;eor
       3379;2018050205;    3;   9.6;  66.0;eor
       3379;2018050206;    3;  10.2;  63.0;eor
       3379;2018050207;    3;  11.8;  60.0;eor
       3379;2018050208;    3;  12.4;  60.0;eor
       3379;2018050209;    3;  12.5;  64.0;eor
       3379;2018050210;    3;  15.1;  55.0;eor
       3379;2018050211;    3;  15.2;  56.0;eor
       3379;2018050212;    3;  15.6;  55.0;eor
       3379;2018050213;    3;  17.7;  49.0;eor
       3379;2018050214;    3;  18.2;  48.0;eor
       3379;2018050215;    3;  17.9;  54.0;eor
       3379;2018050216;    3;  18.2;  54.0;eor
       3379;2018050217;    3;  17.7;  54.0;eor
       3379;2018050218;    3;  16.8;  56.0;eor
       3379;2018050219;    3;  15.7;  59.0;eor
       3379;2018050220;    3;  14.4;  65.0;eor
       3379;2018050221;    3;  14.2;  66.0;eor
       3379;2018050222;    3;  13.1;  69.0;eor
       3379;2018050223;    3;  13.1;  70.0;eor
       3379;2018050300;    3;  12.6;  70.0;eor
       3379;2018050301;    3;  12.3;  71.0;eor
       3379;2018050302;    3;  12.0;  71.0;eor
       3379;2018050303;    3;  11.8;  71.0;eor
       3379;2018050304;    3;  11.9;  69.0;eor
       3379;2018050305;    3;  11.7;  70.0;eor
       3379;2018050306;    3;  12.2;  67.0;eor
       3379;2018050307;    3;  12.5;  64.0;eor
       3379;2018050308;    3;  13.7;  59.0;eor
       3379;2018050309;    3;  14.7;  55.0;eor
       3379;2018050310;    3;  15.1;  54.0;eor
       3379;2018050311;    3;  17.0;  50.0;eor
       3379;2018050312;    3;  18.1;  51.0;eor
       3379;2018050313;    3;  18.0;  52.0;eor
       3379;2018050314;    3;  18.7;  53.0;eor
       3379;2018050315;    3;  20.0;  54.0;eor
       3379;2018050316;    3;  18.3;  62.0;eor
       3379;2018050317;    3;  17.5;  64.0;eor
       3379;2018050318;    3;  17.0;  64.0;eor
       3379;2018050319;    3;  16.0;  65.0;eor
       3379;2018050320;    3;  15.7;  67.0;eor
       3379;2018050321;    3;  15.5;  69.0;eor
       3379;2018050322;    3;  14.9;  72.0;eor
       3379;2018050323;    3;  14.2;  77.0;eor
       3379;2018050400;    3;  13.8;  73.0;eor
       3379;2018050401;    3;  13.1;  73.0;eor
       3379;2018050402;    3;  12.7;  74.0;eor
       3379;2018050403;    3;  12.6;  73.0;eor
       3379;2018050404;    3;  12.4;  74.0;eor
       3379;2018050405;    3;  12.8;  76.0;eor
       3379;2018050406;    3;  13.1;  78.0;eor
       3379;2018050407;    3;  13.4;  72.0;eor
       3379;2018050408;    3;  14.2;  69.0;eor
       3379;2018050409;    3;  14.7;  70.0;eor
       3379;2018050410;    3;  15.1;  73.0;eor
       3379;2018050411;    3;  15.6;  74.0;eor
       3379;2018050412;    3;  16.8;  71.0;eor
       3379;2018050413;    3;  17.0;  70.0;eor
       3379;2018050414;    3;  19.1;  65.0;eor
       3379;2018050415;    3;  19.9;  60.0;eor
       3379;2018050416;    3;  19.6;  61.0;eor
       3379;2018050417;    3;  18.6;  63.0;eor
       3379;2018050418;    3;  17.6;  66.0;eor
       3379;2018050419;    3;  16.7;  70.0;eor
       3379;2018050420;    3;  16.2;  73.0;eor
       3379;2018050421;    3;  15.8;  75.0;eor
       3379;2018050422;    3;  15.4;  77.0;eor
       3379;2018050423;    3;  15.7;  76.0;eor
       3379;2018050500;    3;  15.2;  71.0;eor
       3379;2018050501;    3;  14.7;  73.0;eor
       3379;2018050502;    3;  13.8;  76.0;eor
       3379;2018050503;    3;  13.2;  75.0;eor
       3379;2018050504;    3;  12.6;  75.0;eor
       3379;2018050505;    3;  12.6;  76.0;eor
       3379;2018050506;    3;  12.6;  79.0;eor
       3379;2018050507;    3;  13.8;  77.0;eor
       3379;2018050508;    3;  15.5;  75.0;eor
       3379;2018050509;    3;  17.2;  68.0;eor
       3379;2018050510;    3;  19.5;  61.0;eor
       3379;2018050511;    3;  19.5;  59.0;eor
       3379;2018050512;    3;  20.2;  57.0;eor
       3379;2018050513;    3;  20.9;  53.0;eor
       3379;2018050514;    3;  21.5;  53.0;eor
       3379;2018050515;    3;  21.3;  53.0;eor
       3379;2018050516;    3;  21.3;  55.0;eor
       3379;2018050517;    3;  19.8;  59.0;eor
       3379;2018050518;    3;  18.4;  60.0;eor
       3379;2018050519;    3;  17.3;  65.0;eor
       3379;2018050520;    3;  17.0;  66.0;eor
       3379;2018050521;    3;  15.7;  70.0;eor
       3379;2018050522;    3;  14.0;  78.0;eor
       3379;2018050523;    3;  14.5;  77.0;eor
       3379;2018050600;    3;  14.2;  77.0;eor
       3379;2018050601;    3;  13.5;  80.0;eor
       3379;2018050602;    3;  13.0;  82.0;eor
       3379;2018050603;    3;  12.5;  84.0;eor
       3379;2018050604;    3;  12.1;  85.0;eor
       3379;2018050605;    3;  12.1;  80.0;eor
       3379;2018050606;    3;  12.7;  74.0;eor
       3379;2018050607;    3;  15.1;  63.0;eor
       3379;2018050608;    3;  17.1;  51.0;eor
       3379;2018050609;    3;  17.9;  46.0;eor
       3379;2018050610;    3;  19.7;  42.0;eor
       3379;2018050611;    3;  21.0;  37.0;eor
       3379;2018050612;    3;  21.6;  34.0;eor
       3379;2018050613;    3;  22.7;  33.0;eor
       3379;2018050614;    3;  22.5;  32.0;eor
       3379;2018050615;    3;  22.7;  30.0;eor
       3379;2018050616;    3;  22.0;  26.0;eor
       3379;2018050617;    3;  21.4;  25.0;eor
       3379;2018050618;    3;  20.3;  29.0;eor
       3379;2018050619;    3;  17.9;  35.0;eor
       3379;2018050620;    3;  15.3;  45.0;eor
       3379;2018050621;    3;  14.1;  49.0;eor
       3379;2018050622;    3;  13.7;  51.0;eor
       3379;2018050623;    3;  13.6;  52.0;eor
       3379;2018050700;    3;  13.1;  53.0;eor
       3379;2018050701;    3;  12.5;  57.0;eor
       3379;2018050702;    3;  11.9;  60.0;eor
       3379;2018050703;    3;  11.2;  64.0;eor
       3379;2018050704;    3;  10.0;  69.0;eor
       3379;2018050705;    3;  10.7;  67.0;eor
       3379;2018050706;    3;  12.5;  62.0;eor
       3379;2018050707;    3;  14.6;  54.0;eor
       3379;2018050708;    3;  16.7;  45.0;eor
       3379;2018050709;    3;  18.9;  43.0;eor
       3379;2018050710;    3;  20.5;  36.0;eor
       3379;2018050711;    3;  21.2;  33.0;eor
       3379;2018050712;    3;  22.8;  30.0;eor
       3379;2018050713;    3;  23.0;  29.0;eor
       3379;2018050714;    3;  23.1;  30.0;eor
       3379;2018050715;    3;  23.0;  30.0;eor
       3379;2018050716;    3;  22.5;  32.0;eor
       3379;2018050717;    3;  22.0;  32.0;eor
       3379;2018050718;    3;  21.1;  35.0;eor
       3379;2018050719;    3;  19.8;  40.0;eor
       3379;2018050720;    3;  17.0;  50.0;eor
       3379;2018050721;    3;  16.2;  56.0;eor
       3379;2018050722;    3;  16.5;  55.0;eor
       3379;2018050723;    3;  15.9;  54.0;eor
       3379;2018050800;    3;  14.5;  57.0;eor
       3379;2018050801;    3;  13.7;  53.0;eor
       3379;2018050802;    3;  12.8;  57.0;eor
       3379;2018050803;    3;  12.2;  61.0;eor
       3379;2018050804;    3;  12.0;  63.0;eor
       3379;2018050805;    3;  12.0;  64.0;eor
       3379;2018050806;    3;  13.3;  56.0;eor
       3379;2018050807;    3;  15.9;  48.0;eor
       3379;2018050808;    3;  17.1;  47.0;eor
       3379;2018050809;    3;  18.5;  41.0;eor
       3379;2018050810;    3;  20.6;  35.0;eor
       3379;2018050811;    3;  21.4;  28.0;eor
       3379;2018050812;    3;  22.2;  29.0;eor
       3379;2018050813;    3;  22.6;  26.0;eor
       3379;2018050814;    3;  23.3;  24.0;eor
       3379;2018050815;    3;  23.6;  25.0;eor
       3379;2018050816;    3;  23.1;  29.0;eor
       3379;2018050817;    3;  22.0;  33.0;eor
       3379;2018050818;    3;  21.2;  40.0;eor
       3379;2018050819;    3;  19.4;  46.0;eor
       3379;2018050820;    3;  17.8;  51.0;eor
       3379;2018050821;    3;  16.3;  56.0;eor
       3379;2018050822;    3;  15.9;  58.0;eor
       3379;2018050823;    3;  15.1;  56.0;eor
       3379;2018050900;    3;  14.2;  61.0;eor
       3379;2018050901;    3;  13.0;  65.0;eor
       3379;2018050902;    3;  11.6;  71.0;eor
       3379;2018050903;    3;  10.4;  78.0;eor
       3379;2018050904;    3;  10.2;  80.0;eor
       3379;2018050905;    3;  10.8;  80.0;eor
       3379;2018050906;    3;  13.0;  72.0;eor
       3379;2018050907;    3;  14.1;  66.0;eor
       3379;2018050908;    3;  16.5;  57.0;eor
       3379;2018050909;    3;  18.4;  50.0;eor
       3379;2018050910;    3;  20.1;  45.0;eor
       3379;2018050911;    3;  20.0;  39.0;eor
       3379;2018050912;    3;  22.3;  36.0;eor
       3379;2018050913;    3;  20.9;  36.0;eor
       3379;2018050914;    3;  20.8;  36.0;eor
       3379;2018050915;    3;  16.6;  73.0;eor
       3379;2018050916;    3;  20.0;  39.0;eor
       3379;2018050917;    3;  20.0;  44.0;eor
       3379;2018050918;    3;  19.7;  41.0;eor
       3379;2018050919;    3;  18.5;  50.0;eor
       3379;2018050920;    3;  15.9;  58.0;eor
       3379;2018050921;    3;  13.5;  69.0;eor
       3379;2018050922;    3;  13.1;  72.0;eor
       3379;2018050923;    3;  12.5;  76.0;eor
       3379;2018051000;    3;  12.4;  78.0;eor
       3379;2018051001;    3;  13.2;  68.0;eor
       3379;2018051002;    3;  12.2;  73.0;eor
       3379;2018051003;    3;  12.3;  70.0;eor
       3379;2018051004;    3;  11.7;  70.0;eor
       3379;2018051005;    3;  12.0;  68.0;eor
       3379;2018051006;    3;  14.1;  63.0;eor
       3379;2018051007;    3;  17.3;  50.0;eor
       3379;2018051008;    3;  18.4;  50.0;eor
       3379;2018051009;    3;  19.4;  51.0;eor
       3379;2018051010;    3;  20.6;  42.0;eor
       3379;2018051011;    3;  21.2;  43.0;eor
       3379;2018051012;    3;  22.6;  41.0;eor
       3379;2018051013;    3;  21.8;  42.0;eor
       3379;2018051014;    3;  21.6;  42.0;eor
       3379;2018051015;    3;  21.0;  42.0;eor
       3379;2018051016;    3;  18.9;  47.0;eor
       3379;2018051017;    3;  17.7;  54.0;eor
       3379;2018051018;    3;  16.6;  62.0;eor
       3379;2018051019;    3;  15.8;  69.0;eor
       3379;2018051020;    3;  11.6;  87.0;eor
       3379;2018051021;    3;  10.5;  87.0;eor
       3379;2018051022;    3;  10.8;  82.0;eor
       3379;2018051023;    3;  10.3;  85.0;eor
       3379;2018051100;    3;   9.7;  94.0;eor
       3379;2018051101;    3;   9.5;  93.0;eor
       3379;2018051102;    3;   9.2;  92.0;eor
       3379;2018051103;    3;   9.8;  89.0;eor
       3379;2018051104;    3;  10.0;  86.0;eor
       3379;2018051105;    3;  10.6;  82.0;eor
       3379;2018051106;    3;  11.0;  78.0;eor
       3379;2018051107;    3;  11.7;  75.0;eor
       3379;2018051108;    3;  12.9;  67.0;eor
       3379;2018051109;    3;  14.1;  65.0;eor
       3379;2018051110;    3;  14.9;  62.0;eor
       3379;2018051111;    3;  17.7;  59.0;eor
       3379;2018051112;    3;  17.8;  56.0;eor
       3379;2018051113;    3;  19.8;  51.0;eor
       3379;2018051114;    3;  20.6;  50.0;eor
       3379;2018051115;    3;  21.2;  47.0;eor
       3379;2018051116;    3;  20.8;  47.0;eor
       3379;2018051117;    3;  20.2;  51.0;eor
       3379;2018051118;    3;  19.7;  55.0;eor
       3379;2018051119;    3;  17.5;  62.0;eor
       3379;2018051120;    3;  15.5;  72.0;eor
       3379;2018051121;    3;  14.6;  77.0;eor
       3379;2018051122;    3;  13.8;  82.0;eor
       3379;2018051123;    3;  13.3;  85.0;eor
       3379;2018051200;    3;  12.4;  90.0;eor
       3379;2018051201;    3;  12.2;  90.0;eor
       3379;2018051202;    3;  11.9;  92.0;eor
       3379;2018051203;    3;  11.4;  92.0;eor
       3379;2018051204;    3;  12.3;  88.0;eor
       3379;2018051205;    3;  13.7;  81.0;eor
       3379;2018051206;    3;  14.2;  78.0;eor
       3379;2018051207;    3;  16.3;  69.0;eor
       3379;2018051208;    3;  18.8;  57.0;eor
       3379;2018051209;    3;  20.6;  51.0;eor
       3379;2018051210;    3;  22.2;  44.0;eor
       3379;2018051211;    3;  22.5;  44.0;eor
       3379;2018051212;    3;  23.9;  34.0;eor
       3379;2018051213;    3;  24.6;  36.0;eor
       3379;2018051214;    3;  24.2;  36.0;eor
       3379;2018051215;    3;  25.2;  35.0;eor
       3379;2018051216;    3;  25.3;  34.0;eor
       3379;2018051217;    3;  24.5;  34.0;eor
       3379;2018051218;    3;  24.2;  35.0;eor
       3379;2018051219;    3;  22.7;  43.0;eor
       3379;2018051220;    3;  20.8;  50.0;eor
       3379;2018051221;    3;  19.2;  56.0;eor
       3379;2018051222;    3;  18.0;  61.0;eor
       3379;2018051223;    3;  16.8;  65.0;eor
       3379;2018051300;    3;  15.3;  72.0;eor
       3379;2018051301;    3;  13.5;  81.0;eor
       3379;2018051302;    3;  12.9;  85.0;eor
       3379;2018051303;    3;  13.2;  84.0;eor
       3379;2018051304;    3;  12.0;  88.0;eor
       3379;2018051305;    3;  13.3;  85.0;eor
       3379;2018051306;    3;  14.8;  77.0;eor
       3379;2018051307;    3;  17.6;  63.0;eor
       3379;2018051308;    3;  19.3;  57.0;eor
       3379;2018051309;    3;  20.9;  51.0;eor
       3379;2018051310;    3;  23.2;  45.0;eor
       3379;2018051311;    3;  23.7;  43.0;eor
       3379;2018051312;    3;  24.8;  38.0;eor
       3379;2018051313;    3;  25.6;  37.0;eor
       3379;2018051314;    3;  24.8;  39.0;eor
       3379;2018051315;    3;  24.6;  35.0;eor
       3379;2018051316;    3;  17.8;  74.0;eor
       3379;2018051317;    3;  16.1;  90.0;eor
       3379;2018051318;    3;  17.8;  82.0;eor
       3379;2018051319;    3;  15.5;  89.0;eor
       3379;2018051320;    3;  14.9;  95.0;eor
       3379;2018051321;    3;  14.4;  94.0;eor
       3379;2018051322;    3;  14.5;  94.0;eor
       3379;2018051323;    3;  14.2;  94.0;eor
       3379;2018051400;    3;  13.4;  96.0;eor
       3379;2018051401;    3;  13.3;  95.0;eor
       3379;2018051402;    3;  13.3;  95.0;eor
       3379;2018051403;    3;  13.5;  95.0;eor
       3379;2018051404;    3;  13.7;  95.0;eor
       3379;2018051405;    3;  13.7;  93.0;eor
       3379;2018051406;    3;  14.0;  90.0;eor
       3379;2018051407;    3;  14.8;  85.0;eor
       3379;2018051408;    3;  15.6;  81.0;eor
       3379;2018051409;    3;  16.4;  77.0;eor
       3379;2018051410;    3;  17.7;  70.0;eor
       3379;2018051411;    3;  18.3;  66.0;eor
       3379;2018051412;    3;  20.0;  61.0;eor
       3379;2018051413;    3;  22.1;  54.0;eor
       3379;2018051414;    3;  21.0;  59.0;eor
       3379;2018051415;    3;  20.6;  56.0;eor
       3379;2018051416;    3;  21.1;  51.0;eor
       3379;2018051417;    3;  20.2;  46.0;eor
       3379;2018051418;    3;  19.7;  42.0;eor
       3379;2018051419;    3;  18.8;  47.0;eor
       3379;2018051420;    3;  17.5;  54.0;eor
       3379;2018051421;    3;  16.6;  55.0;eor
       3379;2018051422;    3;  15.7;  58.0;eor
       3379;2018051423;    3;  15.2;  61.0;eor
       3379;2018051500;    3;  13.1;  70.0;eor
       3379;2018051501;    3;  13.3;  80.0;eor
       3379;2018051502;    3;  12.7;  88.0;eor
       3379;2018051503;    3;  11.4;  92.0;eor
       3379;2018051504;    3;  11.4;  92.0;eor
       3379;2018051505;    3;  12.0;  82.0;eor
       3379;2018051506;    3;  13.4;  67.0;eor
       3379;2018051507;    3;  14.2;  66.0;eor
       3379;2018051508;    3;  14.5;  62.0;eor
       3379;2018051509;    3;  15.0;  62.0;eor
       3379;2018051510;    3;  15.4;  60.0;eor
       3379;2018051511;    3;  12.3;  84.0;eor
       3379;2018051512;    3;  13.6;  80.0;eor
       3379;2018051513;    3;  13.2;  77.0;eor
       3379;2018051514;    3;  13.3;  75.0;eor
       3379;2018051515;    3;  14.5;  69.0;eor
       3379;2018051516;    3;  15.4;  59.0;eor
       3379;2018051517;    3;  15.2;  56.0;eor
       3379;2018051518;    3;  12.3;  73.0;eor
       3379;2018051519;    3;  10.6;  87.0;eor
       3379;2018051520;    3;  10.5;  89.0;eor
       3379;2018051521;    3;  10.8;  88.0;eor
       3379;2018051522;    3;  10.7;  88.0;eor
       3379;2018051523;    3;  10.3;  88.0;eor
       3379;2018051600;    3;  10.0;  86.0;eor
       3379;2018051601;    3;   9.8;  87.0;eor
       3379;2018051602;    3;   9.8;  86.0;eor
       3379;2018051603;    3;  10.1;  86.0;eor
       3379;2018051604;    3;  10.1;  86.0;eor
       3379;2018051605;    3;  10.4;  87.0;eor
